"0","#Add baaseline characteristics"
"0","# Function to generate data for RRMS"
"0","generate_rrms_data <- function(n) {"
"0","  tibble("
"0","    id = 1:n,"
"0","    Age = rnorm(n, mean = 36.5, sd = 9.1),"
"0","    Sex = factor(rbinom(n, 1, prob = 0.70), labels = c(""Male"", ""Female"")),"
"0","    Race = factor(rbinom(n, 1, prob = 0.88), labels = c(""No white"", ""White"")),"
"0","    Time_since_diagnosis = rlnorm(n, meanlog = log(2), sdlog = log(5/2)),"
"0","    EDSS_overall = rlnorm(n, meanlog = log(2), sdlog = log(3.5/1.5))"
"0","  )"
"0","}"
"0",""
"0","# Function to generate data for SPMS"
"0","generate_spms_data <- function(n) {"
"0","  tibble("
"0","    id = 1:n,"
"0","    Age = rnorm(n, mean = 49.4, sd = 8.1),"
"0","    Sex = factor(rbinom(n, 1, prob = 0.63), labels = c(""Male"", ""Female"")),"
"0","    Race = factor(rbinom(n, 1, prob = 0.96), labels = c(""No white"", ""White"")),"
"0","    Time_since_diagnosis = rlnorm(n, meanlog = log(14.5), sdlog = log(22/7.8)), # approximate log-normal"
"0","    EDSS_overall = rlnorm(n, meanlog = log(6), sdlog = log(6.5/4.5)) # approximate log-normal"
"0","  )"
"0","}"
